"russian_name","foreign_name","href","director","country","country2","year","duration","duration2","announced_name","announced_features"
"АТЛАНТИДА РУССКОГО СЕВЕРА","","http://www.kinohorosho.ru/node/939","Софья Горленко","Россия","not mixed",2015,72,"not short","АТЛАНТИДА РУССКОГО СЕВЕРА","Россия, 2015, 72 мин."
"БЕГУЩИЙ ПО ЛЕЗВИЮ","BLADE RUNNER","http://www.kinohorosho.ru/node/1344","Ридли Скотт","США","not mixed",1982,117,"not short","Бегущий по лезвиюBlade Runner","США, 1982, 117 мин."
"БЕЗДЕЛЬНИК","SLACKER","http://www.kinohorosho.ru/node/1211","Ричард Линклейтер","США","not mixed",1990,97,"not short","БЕЗДЕЛЬНИКSLACKER","США, 1990, 97 мин."
"БЕЗУМНЫЙ ПЬЕРО","PIERROT LE FOU","http://www.kinohorosho.ru/node/1035","Жан-Люк Годар","Франция-Италия","mixed",1965,110,"not short","БЕЗУМНЫЙ ПЬЕРОPIERROT LE FOU","Франция-Италия, 1965, 110 мин."
"БЕЛЛЬ И СЕБАСТЬЯН","BELLE ET SÉBASTIEN","http://www.kinohorosho.ru/node/1206","Николя Ванье","Франция","not mixed",2013,104,"not short","БЕЛЛЬ И СЕБАСТЬЯНBELLE ET SÉBASTIEN","Франция, 2013, 104 мин."
"БЕЛЫЕ НОЧИ","LE NOTTI BIANCHE","http://www.kinohorosho.ru/node/1146","Лукино Висконти","Италия-Франция","mixed",1957,97,"not short","БЕЛЫЕ НОЧИLE NOTTI BIANCHE","Италия-Франция, 1957, 97 мин."
"БЕЛЫЙ ДЕНЬ","YPYH KYH","http://www.kinohorosho.ru/node/1102","Михаил Лукачевский","Россия","not mixed",2013,80,"not short","БЕЛЫЙ ДЕНЬYPYH KYH","Россия (Якутия), 2013, 80 мин."
"БЕЛЫЙ ЯГЕЛЬ","","http://www.kinohorosho.ru/node/896","Владимир Тумаев","Россия","not mixed",2014,100,"not short","БЕЛЫЙ ЯГЕЛЬ","Россия, 2014, 100 мин."
"БЕСКОНЕЧНАЯ НОЧЬ","DIE ENDLOSE NACHT","http://www.kinohorosho.ru/node/752","Вилль Тремпер","ФРГ","not mixed",1963,82,"not short","БЕСКОНЕЧНАЯ НОЧЬDIE ENDLOSE NACHT  ","ФРГ, 1963, 82 мин."
"БЕССМЕРТНЫЕ","ODÖDLIGA","http://www.kinohorosho.ru/node/1129","Андреас Ёманн","Швеция","not mixed",2015,106,"not short","БЕССМЕРТНЫЕODÖDLIGA","Швеция, 2015, 106 мин."
"БЕТТИ","BETTY","http://www.kinohorosho.ru/node/1196","Клод Шаброль","Франция","not mixed",1992,103,"not short","БЕТТИBETTY","Франция, 1992, 103 мин."
"БОГ ДЬЁСЁГЁЙДЬГЙ АЙЫЫ","ӨҺӨӨ","http://www.kinohorosho.ru/node/1094","Сергей Потапов","Россия","not mixed",2015,60,"not short","БОГ ДЬЁСЁГЁЙДЬӨҺӨГӨЙ АЙЫЫ","Россия (Якутия), 2015, 60 мин."
"БОЖЕСТВЕННАЯ СМЕНА","ISTENI MŰSZAK","http://www.kinohorosho.ru/node/774","Марк Боджар","Венгрия","not mixed",2013,101,"not short","БОЖЕСТВЕННАЯ СМЕНАISTENI MŰSZAK","Венгрия, 2013, 101 мин."
"БОЛЬШАЯ ЖРАТВА","LA GRANDE BOUFFE","http://www.kinohorosho.ru/node/248","Марко Феррери","Италия-Франция","mixed",1973,123,"not short","БОЛЬШАЯ ЖРАТВАLA GRANDE BOUFFE","Италия-Франция, 1973, 123 мин."
"БОРНХОЛЬМЕР ШТРАССЕ","BORNHOLMER STRASSE","http://www.kinohorosho.ru/node/994","Кристиан Швохов","Германия","not mixed",2014,88,"not short","БОРНХОЛЬМЕР ШТРАССЕBORNHOLMER STRAßE","Германия, 2014, 88 мин."
"БРАТЬЯ МОЦАРТ","BRÖDERNA MOZART","http://www.kinohorosho.ru/node/1389","Сузанне Остен","Швеция","not mixed",1985,109,"not short","БРАТЬЯ МОЦАРТBRÖDERNA MOZART","Швеция, 1985, 109 мин."
"БРЕННОСТЬ ЧЕЛОВЕЧЕСКОЙ ЖИЗНИ","MUJO","http://www.kinohorosho.ru/node/555","Акио Джиссоджи","Япония","not mixed",1970,143,"not short","БРЕННОСТЬ ЧЕЛОВЕЧЕСКОЙ ЖИЗНИ MUJO","Япония, 1970, 143 мин."
"БРОДЯЧИЕ АРТИСТЫ","VÁNDORSZÍNÉSZEK","http://www.kinohorosho.ru/node/1323","Паль Шандор","Венгрия","not mixed",2018,102,"not short","БРОДЯЧИЕ АРТИСТЫVÁNDORSZÍNÉSZEK","Венгрия, 2018, 102 мин."
"БРЮСТЕР МАККЛАУД","BREWSTER MCCLOUD","http://www.kinohorosho.ru/node/450","Роберт Олтмен","США","not mixed",1970,105,"not short","БРЮСТЕР МАККЛАУДBREWSTER MCCLOUD  ","США, 1970, 105 мин."
"БЫЛАЯ РАДОСТЬ","OLD JOY","http://www.kinohorosho.ru/node/825","Келли Райхардт","США","not mixed",2006,76,"not short","БЫЛАЯ РАДОСТЬOLD JOY","США, 2006, 76 мин."
"В СВОБОДНОМ ПАДЕНИИ","TUTTI GIÙ","http://www.kinohorosho.ru/node/1115","Никколо Кастелли","Швейцария","not mixed",2014,107,"not short","В СВОБОДНОМ ПАДЕНИИTUTTI GIÙ","Швейцария, 2014, 107 мин."
"ВЕЛИКАН","THE MIGHTY","http://www.kinohorosho.ru/node/1243","Питер Челсом","США","not mixed",1998,100,"not short","ВЕЛИКАНTHE MIGHTY","США, 1998, 100 мин."
"ВЕЛИКАЯ ИЛЛЮЗИЯ","LA GRANDE ILLUSION","http://www.kinohorosho.ru/node/1340","Жан Ренуар","Франция","not mixed",1937,114,"not short","Великая иллюзияLa grande illusion","Франция, 1937, 114 мин."
"ВЕЛИКИЙ ДИКТАТОР","THE GREAT DICTATOR","http://www.kinohorosho.ru/node/1462","Чарльз Чаплин","США","not mixed",1940,125,"not short","ВЕЛИКИЙ ДИКТАТОР THE GREAT DICTATOR","США, 1940, 125 мин."
"ВЕЛОСИПЕДНЫЕ ИСТОРИИ","CYCLIQUE","http://www.kinohorosho.ru/node/1023","Фредерик Фавр","Швейцария","not mixed",2015,71,"not short","ВЕЛОСИПЕДНЫЕ ИСТОРИИCYCLIQUE","Швейцария, 2015, 71 мин."
"ВЕНГЕРСКАЯ РАПСОДИЯ","MAGYAR RAPSZÓDIA","http://www.kinohorosho.ru/node/777","Миклош Янчо","Венгрия","not mixed",1979,103,"not short","ВЕНГЕРСКАЯ РАПСОДИЯMAGYAR RAPSZÓDIA","Венгрия, 1979, 103 мин."
"ВЕНДИ И ЛЮСИ","WENDY AND LUCY","http://www.kinohorosho.ru/node/826","Келли Райхардт","США","not mixed",2008,80,"not short","ВЕНДИ И ЛЮСИWENDY AND LUCY","США, 2008, 80 мин."
"ВЕСТЕРН","WESTERN","http://www.kinohorosho.ru/node/1295","Валеска Гризебах","Германия-Болгария-Австрия","mixed",2017,121,"not short","ВЕСТЕРНWESTERN ","Германия-Болгария-Австрия, 2017, 121 мин."
"ВЕЧНЫЙ НОЛЬ","EIEN NO 0","http://www.kinohorosho.ru/node/1288","Такаши Ямадзаки","Япония","not mixed",2013,143,"not short","Вечный нольEien no 0","Япония, 2013, 143 мин."
"ВЕЧНЫЙ СВЕТ","LUX ÆTERNA","http://www.kinohorosho.ru/node/1345","Гаспар Ноэ","Франция","not mixed",2019,51,"not short","Вечный светLux Æterna","Франция, 2019, 51 мин."
"ВИКТОРИЯ","VICTORIA","http://www.kinohorosho.ru/node/1075","Себастьян Шиппер","Германия","not mixed",2015,138,"not short","ВИКТОРИЯVICTORIA","Германия, 2015, 138 мин."
"ВИЛЛА АМАЛИЯ","VILLA AMALIA","http://www.kinohorosho.ru/node/839","Бенуа Жако","Франция-Швейцария","mixed",2009,94,"not short","ВИЛЛА АМАЛИЯVILLA AMALIA","Франция-Швейцария, 2009, 94 мин."
"ВИОЛЕТТ","VIOLETTE","http://www.kinohorosho.ru/node/965","Мартен Прово","Франция-Бельгия","mixed",2013,139,"not short","ВИОЛЕТТVIOLETTE","Франция-Бельгия, 2013, 139 мин."
"ВИШНЁВЫЙ ТАБАК","KIRSITUBAKAS","http://www.kinohorosho.ru/node/1041","Андрес Маймик, Катрин Маймик","Эстония","not mixed",2014,92,"not short","ВИШНЁВЫЙ ТАБАКKIRSITUBAKAS","Эстония, 2014, 92 мин."
"ВКУС САЙРЫ","SANMA NO AJI","http://www.kinohorosho.ru/node/1121","Ясудзиро Одзу","Япония","not mixed",1962,112,"not short","ВКУС САЙРЫSANMA NO AJI","Япония, 1962, 112 мин."
"ВОСПОМИНАНИЯ ОБ УБИЙСТВЕ","SALINUI CHUEOK","http://www.kinohorosho.ru/node/1279","Пон Джун-Хо","Южная Корея","not mixed",2003,131,"not short","ВОСПОМИНАНИЯ ОБ УБИЙСТВЕSALINUI CHUEOK","Южная Корея, 2003, 131 мин."
"ВОСТОЧНЫЙ ВЕТЕР","OSTWIND","http://www.kinohorosho.ru/node/996","Катя Фон Гарнье","Германия","not mixed",2013,105,"not short","ВОСТОЧНЫЙ ВЕТЕРOSTWIND","Германия, 2013, 105 мин."
"ВОСХОЖДЕНИЕ","","http://www.kinohorosho.ru/node/262","Лариса Шепитько","СССР","not mixed",1976,111,"not short","ВОСХОЖДЕНИЕ","СССР, 1976, 111 мин."
"ВРЕМЯ КАННИБАЛОВ","ZEIT DER KANNIBALEN","http://www.kinohorosho.ru/node/1001","Йоханнес Набер","Германия","not mixed",2014,93,"not short","ВРЕМЯ КАННИБАЛОВZEIT DER KANNIBALEN","Германия, 2014, 93 мин."
"ВРЕМЯ ОТЩЕПЕНЦА","SPLINTERTIME","http://www.kinohorosho.ru/node/1029","Росто","Нидерланды-Франция – Бельгия","mixed",2015,11,"short","ВРЕМЯ ОТЩЕПЕНЦАSPLINTERTIME","Нидерланды - Франция – Бельгия, 2015, 11 мин."
"ВРЕМЯ РАЗВЛЕЧЕНИЙ","PLAY TIME","http://www.kinohorosho.ru/node/692","Жак Тати","Франция","not mixed",1967,124,"not short","ВРЕМЯ РАЗВЛЕЧЕНИЙPLAY TIME  ","Франция, 1967, 124 мин."
"ВСЕ ОСТАЛЬНЫЕ","ALLE ANDEREN","http://www.kinohorosho.ru/node/999","Марен Аде","Германия","not mixed",2009,120,"not short","ВСЕ ОСТАЛЬНЫЕALLE ANDEREN","Германия, 2009, 120 мин."
"ВСТРЕЧА ВЫПУСКНИКОВ","ÅTERTRÄFFEN","http://www.kinohorosho.ru/node/925","Анна Оделл","Швеция","not mixed",2013,88,"not short","ВСТРЕЧА ВЫПУСКНИКОВ ÅTERTRÄFFEN","Швеция, 2013, 88 мин."
"ВТОРЖЕНИЕ К БЕРГМАНУ","TRESPASSING BERGMAN","http://www.kinohorosho.ru/node/921","Яне Магнуссон, Хюнек Паллас","Швеция","not mixed",2013,107,"not short","ВТОРЖЕНИЕ К БЕРГМАНУTRESPASSING BERGMAN","Швеция, 2013, 107 мин."
"ВУ ЙЕН","CHUNG MO YIM","http://www.kinohorosho.ru/node/699","Джонни То","Гонконг","not mixed",2001,124,"not short","ВУ ЙЕНCHUNG MO YIM  ","Гонконг, 2001, 124 мин."
"ВХОД В ПУСТОТУ","ENTER THE VOID","http://www.kinohorosho.ru/node/457","Гаспар Ноэ","Франция-Германия-Канада-Италия","mixed",2009,161,"not short","ВХОД В ПУСТОТУENTER THE VOID  ","Франция-Германия-Канада-Италия, 2009, 161 мин."
"ВЫБОР ФРЕДЕРИКА ФИТЦЕЛЛА","FLASHBACK","http://www.kinohorosho.ru/node/1397","Кристофер Макбрайд","Канада","not mixed",2020,97,"not short","ВЫБОР ФРЕДЕРИКА ФИТЦЕЛЛАFLASHBACK","Канада, 2020, 97 мин."
"ВЫГОДНАЯ ПАРТИЯ","LE BEAU MARIAGE","http://www.kinohorosho.ru/node/932","Эрик Ромер","Франция","not mixed",1982,95,"not short","ВЫГОДНАЯ ПАРТИЯ LE BEAU MARIAGE","Франция, 1982, 95 мин."
"ВЫКОРМИ ВОРОНА","CRIA CUERVOS","http://www.kinohorosho.ru/node/952","Карлос Саура","Испания","not mixed",1975,110,"not short","ВЫКОРМИ ВОРОНА CRIA CUERVOS","Испания, 1975, 110 мин."
"ГИГАНТЫ","LES GÉANTS","http://www.kinohorosho.ru/node/1431","Були Ланнёрс","Бельгия","not mixed",2011,84,"not short","ГИГАНТЫLES GÉANTS","Бельгия, 2011, 84 мин."
"ГИЛЬДА","GILDA","http://www.kinohorosho.ru/node/1357","Чарльз Видор","США","not mixed",1946,110,"not short","ГИЛЬДАGILDA","США, 1946, 110 мин."
"ГОЛИАФ","GOLIAT","http://www.kinohorosho.ru/node/1309","Петер Грёнлунд","Швеция","not mixed",2018,88,"not short","ГолиафGoliat","Швеция, 2018, 88 мин."
"ГОЛОВА","","http://www.kinohorosho.ru/node/784","Иван Константинов","Россия","not mixed",2013,10,"short","ГОЛОВА","Россия, 2013, 10 мин."
"ГОЛУБАЯ ЛАГУНА","THE BLUE LAGOON","http://www.kinohorosho.ru/node/1342","Рэндл Клайзер","США","not mixed",1980,104,"not short","Голубая лагунаThe Blue Lagoon","США, 1980, 104 мин."
"ГОРА ДЕВСТВЕННОСТИ","VIRGIN MOUNTAIN","http://www.kinohorosho.ru/node/1134","Дагюр Каури","Исландия-Дания","mixed",2015,94,"not short","ГОРА ДЕВСТВЕННОСТИVIRGIN MOUNTAIN","Исландия-Дания, 2015, 94 мин."
"ГОРИЗОНТЫ","HORIZONTES","http://www.kinohorosho.ru/node/1024","Эйлин Хофер","Швейцария","not mixed",2015,70,"not short","ГОРИЗОНТЫHORIZONTES","Швейцария, 2015, 70 мин."
"ГОРОДСКАЯ СОБАКА","หมานคร","http://www.kinohorosho.ru/node/1238","Вишит Сасанатьенг","Таиланд","not mixed",2004,100,"not short","ГОРОДСКАЯ СОБАКАหมานคร","Таиланд, 2004, 100 мин."
"ГОСПОДИН САБО","SZABÓ ÚR","http://www.kinohorosho.ru/node/1167","Арон Ференцик","Венгрия","not mixed",2015,19,"short","ГОСПОДИН САБО SZABÓ ÚR","Венгрия, 2015, 19 мин."
"ГРАБИТЕЛЬ ВИСКИ","A VISZKIS","http://www.kinohorosho.ru/node/1324","Нимрод Антал","Венгрия","not mixed",2017,126,"not short","ГРАБИТЕЛЬ ВИСКИA VISZKIS","Венгрия, 2017, 126 мин."
"ГРАЖДАНИН КЕЙН","CITIZEN KANE","http://www.kinohorosho.ru/node/1349","Орсон Уэллс","США","not mixed",1941,120,"not short","Гражданин КейнCitizen Kane","США, 1941, 120 мин."
"ГРАЖДАНИН ПРОТИВ КЕЙНА","CITIZEN VERSUS KANE","http://www.kinohorosho.ru/node/583","Shaun Severi","Франция","not mixed",2009,18,"short","ГРАЖДАНИН ПРОТИВ КЕЙНАCITIZEN VERSUS KANE","Франция, 2009, 18 мин."
"ГРИБЫ И РЫБЫ","","http://www.kinohorosho.ru/node/1188","Виктор Кашляев","Россия","not mixed",2017,8,"short","ГРИБЫ И РЫБЫ","Россия, 2017, 8 мин."
"ГУНДЕРМАНН","GUNDERMANN","http://www.kinohorosho.ru/node/1411","Андреас Дрезен","Германия","not mixed",2018,127,"not short","ГУНДЕРМАННGUNDERMANN","Германия, 2018, 127 мин."
"ДЕСЯТЬ","DIX","http://www.kinohorosho.ru/node/587","Jules Janaud, Fabrice Le Neze, François Roisin","Франция","not mixed",2009,7,"short","ДЕСЯТЬDIX","Франция, 2009, 7 мин."
"ДЖЕК","JACK","http://www.kinohorosho.ru/node/995","Эдвард Бергер","Германия","not mixed",2014,103,"not short","ДЖЕКJACK","Германия, 2014, 103 мин."
"ДЖЕСС + МОСС","JESS + MOSS","http://www.kinohorosho.ru/node/1137","Клэй Джетер","США","not mixed",2011,83,"not short","ДЖЕСС + МОССJESS + MOSS","США, 2011, 83 мин."
"ДИК ТРЕЙСИ","DICK TRACY","http://www.kinohorosho.ru/node/1239","Уоррен Битти","США","not mixed",1990,105,"not short","ДИК ТРЕЙСИDICK TRACY","США, 1990, 105 мин."
"ДИКАЯ","WILD","http://www.kinohorosho.ru/node/1178","Николетт Кребиц","Германия","not mixed",2016,97,"not short","ДИКАЯWILD","Германия, 2016, 97 мин."
"ДИЛЛИНДЖЕР МЁРТВ","DILLINGER È MORTO","http://www.kinohorosho.ru/node/1329","Марко Феррери","Италия","not mixed",1968,94,"not short","ДИЛЛИНДЖЕР МЁРТВDILLINGER È MORTO","Италия, 1968, 94 мин."
"ДИССОНАНС","DISSONANCE","http://www.kinohorosho.ru/node/1030","Тиль Новак","Германия","not mixed",2015,17,"short","ДИССОНАНСDISSONANCE","Германия, 2015, 17 мин."
"ДНИ ЖАТВЫ","DAYS OF HEAVEN","http://www.kinohorosho.ru/node/473","Терренс Малик","США","not mixed",1978,94,"not short","ДНИ ЖАТВЫDAYS OF HEAVEN ","США, 1978, 94 мин."
"ДНИ ЗАТМЕНИЯ","","http://www.kinohorosho.ru/node/273","Александр Сокуров","СССР","not mixed",1988,137,"not short","ДНИ ЗАТМЕНИЯ","СССР, 1988, 137 мин."
"ДОЛГИЕ ПРОВОДЫ","","http://www.kinohorosho.ru/node/274","Кира Муратова","СССР","not mixed",1971,95,"not short","ДОЛГИЕ ПРОВОДЫ","СССР, 1971, 95 мин."
